train_name,route,temperature,weather,day_of_week,holiday,delay_minutes
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Saturday,No,14
Ruhunu Kumari,Maradana - Matara,32,Sunny,Saturday,No,17
Ruhunu Kumari,Maradana - Matara,32,Rainy,Saturday,No,34
Ruhunu Kumari,Maradana - Matara,34,Sunny,Saturday,No,16
Ruhunu Kumari,Maradana - Matara,31,Rainy,Saturday,No,20
Ruhunu Kumari,Maradana - Matara,30,Sunny,Saturday,No,16
Ruhunu Kumari,Maradana - Matara,32,Sunny,Saturday,No,35
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Saturday,No,27
Ruhunu Kumari,Maradana - Matara,34,Sunny,Saturday,No,17
Ruhunu Kumari,Maradana - Matara,30,Rainy,Saturday,No,34
Ruhunu Kumari,Maradana - Matara,30,Sunny,Saturday,No,37
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Sunday,No,14
Ruhunu Kumari,Maradana - Matara,32,Rainy,Sunday,No,51
Ruhunu Kumari,Maradana - Matara,33,Sunny,Sunday,No,37
Ruhunu Kumari,Maradana - Matara,32,Sunny,Sunday,No,23
Ruhunu Kumari,Maradana - Matara,28,Sunny,Sunday,No,10
Ruhunu Kumari,Maradana - Matara,33,Rainy,Sunday,No,15
Ruhunu Kumari,Maradana - Matara,31,Rainy,Sunday,No,17
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Sunday,No,20
Ruhunu Kumari,Maradana - Matara,30,Rainy,Sunday,Yes,57
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Sunday,No,17
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Sunday,No,40
Ruhunu Kumari,Maradana - Matara,29,Sunny,Sunday,No,38
Ruhunu Kumari,Maradana - Matara,32,Sunny,Sunday,No,13
Ruhunu Kumari,Maradana - Matara,31,Sunny,Sunday,No,18
Ruhunu Kumari,Maradana - Matara,28,Sunny,Sunday,No,21
Ruhunu Kumari,Maradana - Matara,32,Sunny,Sunday,No,14
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Sunday,Yes,28
Ruhunu Kumari,Maradana - Matara,34,Sunny,Sunday,No,29
Ruhunu Kumari,Maradana - Matara,34,Sunny,Sunday,No,29
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Sunday,No,12
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Sunday,No,34
Ruhunu Kumari,Maradana - Matara,29,Sunny,Sunday,No,24
Ruhunu Kumari,Maradana - Matara,30,Sunny,Sunday,No,28
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Sunday,No,39
Ruhunu Kumari,Maradana - Matara,32,Sunny,Sunday,No,31
Ruhunu Kumari,Maradana - Matara,32,Rainy,Sunday,No,25
Ruhunu Kumari,Maradana - Matara,28,Cloudy,Sunday,No,10
Ruhunu Kumari,Maradana - Matara,33,Rainy,Sunday,No,26
Ruhunu Kumari,Maradana - Matara,31,Sunny,Sunday,Yes,20
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Sunday,No,40
Ruhunu Kumari,Maradana - Matara,33,Rainy,Sunday,No,20
Ruhunu Kumari,Maradana - Matara,32,Windy,Sunday,No,39
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Sunday,No,22
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Sunday,No,40
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Sunday,No,36
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Sunday,Yes,33
Ruhunu Kumari,Maradana - Matara,34,Sunny,Sunday,No,14
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Sunday,No,16
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Sunday,No,32
Ruhunu Kumari,Maradana - Matara,33,Rainy,Sunday,No,25
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Sunday,Yes,20
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Sunday,Yes,14
Ruhunu Kumari,Maradana - Matara,32,Sunny,Sunday,No,28
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Sunday,Yes,36
Ruhunu Kumari,Maradana - Matara,33,Sunny,Sunday,No,33
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Sunday,No,37
Ruhunu Kumari,Maradana - Matara,32,Rainy,Sunday,No,33
Ruhunu Kumari,Maradana - Matara,30,Sunny,Sunday,No,13
Ruhunu Kumari,Maradana - Matara,29,Sunny,Sunday,Yes,22
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Sunday,No,38
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Monday,No,11
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Monday,No,7
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Monday,No,21
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Monday,No,17
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Monday,No,14
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Monday,No,5
Rajarata Rejini,Vavuniya - Colombo,31,Cloudy,Monday,No,26
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Monday,No,29
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Monday,No,44
Rajarata Rejini,Vavuniya - Colombo,28,Rainy,Monday,No,62
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Monday,No,1
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Monday,No,15
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Monday,No,1
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Monday,No,18
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Monday,No,44
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Monday,No,7
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Monday,No,22
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Monday,No,26
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Monday,No,27
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Monday,No,21
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Monday,No,4
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Monday,No,23
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Monday,No,27
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Monday,No,28
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Monday,No,26
Rajarata Rejini,Vavuniya - Colombo,28,Rainy,Monday,No,20
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Monday,No,28
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Monday,No,1
Rajarata Rejini,Vavuniya - Colombo,33,Rainy,Monday,No,60
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Monday,No,14
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Monday,No,22
Rajarata Rejini,Vavuniya - Colombo,33,Rainy,Monday,No,45
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Monday,No,10
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Monday,No,30
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Monday,No,15
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Monday,No,21
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Monday,Yes,17
Rajarata Rejini,Vavuniya - Colombo,31,Rainy,Monday,Yes,53
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Monday,No,24
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Monday,No,32
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Monday,No,23
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Monday,No,22
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Monday,No,8
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Monday,No,15
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Monday,No,35
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Monday,No,4
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Monday,No,19
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Monday,No,19
Rajarata Rejini,Vavuniya - Colombo,33,Rainy,Monday,No,48
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Monday,No,4
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Tuesday,No,7
Rajarata Rejini,Vavuniya - Colombo,28,Windy,Tuesday,Yes,16
Rajarata Rejini,Vavuniya - Colombo,29,Rainy,Tuesday,No,59
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Tuesday,Yes,16
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Tuesday,No,21
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Tuesday,No,12
Rajarata Rejini,Vavuniya - Colombo,31,Cloudy,Tuesday,No,10
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Tuesday,No,22
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Tuesday,No,4
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Tuesday,No,15
Rajarata Rejini,Vavuniya - Colombo,33,Rainy,Tuesday,No,63
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Tuesday,No,10
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Tuesday,No,11
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Tuesday,No,17
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Tuesday,No,0
Rajarata Rejini,Vavuniya - Colombo,29,Windy,Tuesday,No,28
Rajarata Rejini,Vavuniya - Colombo,33,Rainy,Tuesday,No,59
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Tuesday,No,0
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Tuesday,No,30
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Tuesday,No,13
Rajarata Rejini,Vavuniya - Colombo,29,Rainy,Tuesday,No,57
Rajarata Rejini,Vavuniya - Colombo,28,Rainy,Tuesday,No,26
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Tuesday,No,30
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Tuesday,No,3
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Tuesday,No,18
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Tuesday,No,12
Rajarata Rejini,Vavuniya - Colombo,31,Cloudy,Tuesday,No,29
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Tuesday,No,26
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Tuesday,No,17
Rajarata Rejini,Vavuniya - Colombo,28,Rainy,Tuesday,No,56
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Tuesday,No,29
Rajarata Rejini,Vavuniya - Colombo,27,Windy,Tuesday,No,22
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Tuesday,No,21
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Tuesday,Yes,30
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Tuesday,No,2
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Tuesday,No,26
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Tuesday,Yes,9
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Tuesday,No,6
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Tuesday,No,13
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Tuesday,No,14
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Tuesday,No,35
Rajarata Rejini,Vavuniya - Colombo,31,Windy,Tuesday,Yes,26
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Tuesday,No,24
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Tuesday,No,21
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Tuesday,No,9
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Tuesday,No,20
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Tuesday,No,26
Rajarata Rejini,Vavuniya - Colombo,31,Cloudy,Tuesday,No,15
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Tuesday,No,11
Rajarata Rejini,Vavuniya - Colombo,27,Windy,Tuesday,No,1
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Wednesday,No,9
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Wednesday,No,8
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Wednesday,No,22
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Wednesday,No,4
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Wednesday,No,27
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Wednesday,Yes,25
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Wednesday,No,19
Rajarata Rejini,Vavuniya - Colombo,30,Windy,Wednesday,No,30
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Wednesday,No,0
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Wednesday,No,45
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Wednesday,No,37
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Wednesday,No,15
Rajarata Rejini,Vavuniya - Colombo,31,Rainy,Wednesday,No,29
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Wednesday,No,63
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Wednesday,No,23
Rajarata Rejini,Vavuniya - Colombo,29,Rainy,Wednesday,No,22
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Wednesday,No,17
Rajarata Rejini,Vavuniya - Colombo,29,Windy,Wednesday,Yes,19
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Wednesday,No,30
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Wednesday,No,57
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Wednesday,No,12
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Wednesday,Yes,6
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Wednesday,No,26
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Wednesday,No,36
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Wednesday,No,10
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Wednesday,No,8
Rajarata Rejini,Vavuniya - Colombo,31,Rainy,Wednesday,No,59
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Wednesday,No,64
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Wednesday,No,22
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Wednesday,No,21
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Wednesday,No,25
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Wednesday,Yes,17
Rajarata Rejini,Vavuniya - Colombo,31,Windy,Wednesday,No,24
Rajarata Rejini,Vavuniya - Colombo,28,Rainy,Wednesday,No,35
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Wednesday,No,1
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Wednesday,No,13
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Wednesday,No,30
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Wednesday,No,3
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Wednesday,No,10
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Wednesday,No,15
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Wednesday,Yes,0
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Wednesday,No,30
Rajarata Rejini,Vavuniya - Colombo,29,Rainy,Wednesday,No,52
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Wednesday,No,16
Rajarata Rejini,Vavuniya - Colombo,30,Windy,Wednesday,No,26
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Wednesday,No,9
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Wednesday,No,9
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Wednesday,No,10
Rajarata Rejini,Vavuniya - Colombo,31,Cloudy,Wednesday,No,19
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Wednesday,No,25
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Thursday,No,3
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Thursday,No,27
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Thursday,No,44
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Thursday,No,1
Rajarata Rejini,Vavuniya - Colombo,33,Rainy,Thursday,No,54
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Thursday,No,30
Rajarata Rejini,Vavuniya - Colombo,32,Windy,Thursday,No,11
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Thursday,No,43
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Thursday,No,56
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Thursday,No,2
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Thursday,Yes,4
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Thursday,No,53
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Thursday,No,30
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Thursday,No,17
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Thursday,Yes,20
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Thursday,No,15
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Thursday,No,10
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Thursday,No,11
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Thursday,Yes,44
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Thursday,No,26
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Thursday,Yes,13
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Thursday,No,21
Rajarata Rejini,Vavuniya - Colombo,33,Windy,Thursday,No,19
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Thursday,No,1
Rajarata Rejini,Vavuniya - Colombo,33,Windy,Thursday,Yes,10
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Thursday,No,13
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Thursday,No,3
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Thursday,No,11
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Thursday,No,56
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Thursday,No,21
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Thursday,No,3
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Thursday,No,37
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Thursday,No,40
Rajarata Rejini,Vavuniya - Colombo,31,Cloudy,Thursday,Yes,7
Rajarata Rejini,Vavuniya - Colombo,30,Windy,Thursday,No,11
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Thursday,No,17
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Thursday,No,27
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Thursday,Yes,62
Rajarata Rejini,Vavuniya - Colombo,33,Rainy,Thursday,No,46
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Thursday,No,15
Rajarata Rejini,Vavuniya - Colombo,29,Rainy,Thursday,No,43
Rajarata Rejini,Vavuniya - Colombo,28,Rainy,Thursday,No,23
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Thursday,No,12
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Thursday,No,13
Rajarata Rejini,Vavuniya - Colombo,33,Windy,Thursday,No,6
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Thursday,No,9
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Thursday,No,11
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Thursday,No,1
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Thursday,No,28
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Thursday,No,14
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Friday,Yes,22
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Friday,Yes,2
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Friday,No,13
Rajarata Rejini,Vavuniya - Colombo,33,Rainy,Friday,No,54
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Friday,No,6
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Friday,No,31
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Friday,Yes,26
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Friday,No,3
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Friday,No,17
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Friday,No,15
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Friday,Yes,15
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Friday,No,14
Rajarata Rejini,Vavuniya - Colombo,29,Windy,Friday,No,16
Rajarata Rejini,Vavuniya - Colombo,31,Cloudy,Friday,Yes,18
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Friday,Yes,21
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Friday,No,18
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Friday,No,8
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Friday,No,25
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Friday,No,18
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Friday,No,19
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Friday,Yes,4
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Friday,No,14
Rajarata Rejini,Vavuniya - Colombo,29,Rainy,Friday,Yes,20
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Friday,Yes,14
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Friday,No,20
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Friday,No,13
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Friday,No,23
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Friday,No,30
Rajarata Rejini,Vavuniya - Colombo,29,Rainy,Friday,No,54
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Friday,No,14
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Friday,No,19
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Friday,No,28
Rajarata Rejini,Vavuniya - Colombo,28,Windy,Friday,No,5
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Friday,No,18
Rajarata Rejini,Vavuniya - Colombo,28,Rainy,Friday,No,36
Rajarata Rejini,Vavuniya - Colombo,31,Rainy,Friday,No,49
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Friday,No,16
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Friday,No,10
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Friday,No,29
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Friday,No,8
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Friday,No,30
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Friday,No,48
Rajarata Rejini,Vavuniya - Colombo,32,Windy,Friday,No,13
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Friday,No,0
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Friday,No,17
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Friday,No,54
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Friday,Yes,43
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Friday,No,14
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Friday,No,24
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Friday,No,28
Rajarata Rejini,Vavuniya - Colombo,31,Cloudy,Saturday,No,30
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Saturday,No,63
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Saturday,No,45
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Saturday,No,16
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Saturday,No,44
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Saturday,No,37
Rajarata Rejini,Vavuniya - Colombo,33,Sunny,Saturday,No,38
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Saturday,No,32
Rajarata Rejini,Vavuniya - Colombo,31,Rainy,Saturday,No,42
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Saturday,Yes,29
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Saturday,No,28
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Saturday,No,38
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Saturday,Yes,26
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Saturday,No,14
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Saturday,No,18
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Saturday,No,22
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Saturday,No,15
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Saturday,No,26
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Saturday,No,19
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Saturday,No,40
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Saturday,No,35
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Saturday,No,41
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Saturday,No,24
Rajarata Rejini,Vavuniya - Colombo,31,Rainy,Saturday,No,44
Rajarata Rejini,Vavuniya - Colombo,32,Cloudy,Saturday,No,41
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Saturday,No,15
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Saturday,No,31
Rajarata Rejini,Vavuniya - Colombo,33,Cloudy,Saturday,No,10
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Saturday,No,30
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Saturday,No,44
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Saturday,No,20
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Saturday,No,15
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Saturday,No,44
Rajarata Rejini,Vavuniya - Colombo,30,Sunny,Saturday,No,17
Rajarata Rejini,Vavuniya - Colombo,28,Sunny,Saturday,No,25
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Saturday,No,28
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Saturday,No,18
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Saturday,No,51
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Saturday,No,62
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Saturday,No,30
Rajarata Rejini,Vavuniya - Colombo,27,Rainy,Saturday,No,32
Rajarata Rejini,Vavuniya - Colombo,28,Cloudy,Saturday,No,17
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Saturday,No,19
Rajarata Rejini,Vavuniya - Colombo,31,Sunny,Saturday,No,41
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Saturday,No,41
Rajarata Rejini,Vavuniya - Colombo,27,Sunny,Saturday,No,34
Rajarata Rejini,Vavuniya - Colombo,27,Cloudy,Saturday,Yes,42
Rajarata Rejini,Vavuniya - Colombo,32,Rainy,Saturday,Yes,50
Rajarata Rejini,Vavuniya - Colombo,32,Sunny,Saturday,No,31
Rajarata Rejini,Vavuniya - Colombo,30,Cloudy,Saturday,No,28
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Sunday,No,13
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Sunday,No,17
Rajarata Rejini,Vavuniya - Colombo,30,Rainy,Sunday,Yes,21
Rajarata Rejini,Vavuniya - Colombo,29,Sunny,Sunday,No,33
Rajarata Rejini,Vavuniya - Colombo,29,Cloudy,Sunday,Yes,32
